RegionName	,Type of adjustment	,Measure	,Year	,Mean	,RSD	,RMD	,m_obs
EU27	,Raw	,PBCA	,1960	,2.639453e+03	,0	,0	,1
EU27	,Raw	,PBCA	,1961	,2.733389e+03	,0	,0	,1
EU27	,Raw	,PBCA	,1962	,2.892034e+03	,0	,0	,1
EU27	,Raw	,PBCA	,1963	,3.089248e+03	,0	,0	,1
EU27	,Raw	,PBCA	,1964	,3.203463e+03	,0	,0	,1
EU27	,Raw	,PBCA	,1965	,3.261235e+03	,0	,0	,1
EU27	,Raw	,PBCA	,1966	,3.316394e+03	,0	,0	,1
EU27	,Raw	,PBCA	,1967	,3.351614e+03	,0	,0	,1
EU27	,Raw	,PBCA	,1968	,3.537186e+03	,0	,0	,1
EU27	,Raw	,PBCA	,1969	,3.760061e+03	,0	,0	,1
EU27	,Raw	,PBCA	,1970	,4.087391e+03	,5.493422e-02	,3.884436e-02	,2
EU27	,Raw	,PBCA	,1971	,4.127730e+03	,3.738903e-02	,2.643804e-02	,2
EU27	,Raw	,PBCA	,1972	,4.244691e+03	,3.688471e-02	,2.608143e-02	,2
EU27	,Raw	,PBCA	,1973	,4.450685e+03	,3.943358e-02	,2.788375e-02	,2
EU27	,Raw	,PBCA	,1974	,4.359702e+03	,3.092275e-02	,2.186568e-02	,2
EU27	,Raw	,PBCA	,1975	,4.251730e+03	,2.981835e-02	,2.108476e-02	,2
EU27	,Raw	,PBCA	,1976	,4.522432e+03	,2.289886e-02	,1.619194e-02	,2
EU27	,Raw	,PBCA	,1977	,4.496663e+03	,2.794288e-02	,1.975860e-02	,2
EU27	,Raw	,PBCA	,1978	,4.622666e+03	,2.561840e-02	,1.811495e-02	,2
EU27	,Raw	,PBCA	,1979	,4.798684e+03	,2.710373e-02	,1.916523e-02	,2
EU27	,Raw	,PBCA	,1980	,4.677180e+03	,2.284753e-02	,1.615564e-02	,2
EU27	,Raw	,PBCA	,1981	,4.461058e+03	,2.911282e-02	,2.058587e-02	,2
EU27	,Raw	,PBCA	,1982	,4.350929e+03	,2.716651e-02	,1.920962e-02	,2
EU27	,Raw	,PBCA	,1983	,4.310190e+03	,2.864398e-02	,2.025435e-02	,2
EU27	,Raw	,PBCA	,1984	,4.323837e+03	,2.906896e-02	,2.055486e-02	,2
EU27	,Raw	,PBCA	,1985	,4.388409e+03	,2.157977e-02	,1.525920e-02	,2
EU27	,Raw	,PBCA	,1986	,4.398569e+03	,2.528830e-02	,1.788153e-02	,2
EU27	,Raw	,PBCA	,1987	,4.442798e+03	,2.582186e-02	,1.825881e-02	,2
EU27	,Raw	,PBCA	,1988	,4.416717e+03	,3.200014e-02	,2.262752e-02	,2
EU27	,Raw	,PBCA	,1989	,4.445391e+03	,2.228211e-02	,1.575583e-02	,2
EU27	,Raw	,PBCA	,1990	,4.408260e+03	,1.527904e-02	,1.080391e-02	,2
EU27	,Raw	,PBCA	,1991	,4.359570e+03	,1.497078e-02	,1.058594e-02	,2
EU27	,Raw	,PBCA	,1992	,4.207833e+03	,1.831452e-02	,1.295032e-02	,2
EU27	,Raw	,PBCA	,1993	,4.118105e+03	,2.052411e-02	,1.451274e-02	,2
EU27	,Raw	,PBCA	,1994	,4.101174e+03	,1.964324e-02	,1.388987e-02	,2
EU27	,Raw	,PBCA	,1995	,4.080224e+03	,4.041859e-02	,4.042915e-02	,5
EU27	,Raw	,PBCA	,1996	,4.194458e+03	,3.921583e-02	,3.943546e-02	,5
EU27	,Raw	,PBCA	,1997	,4.108245e+03	,4.037774e-02	,4.074275e-02	,5
EU27	,Raw	,PBCA	,1998	,4.110248e+03	,3.976978e-02	,4.013900e-02	,5
EU27	,Raw	,PBCA	,1999	,4.050675e+03	,4.189302e-02	,4.225919e-02	,5
EU27	,Raw	,PBCA	,2000	,4.042712e+03	,3.379216e-02	,3.297639e-02	,5
EU27	,Raw	,PBCA	,2001	,4.114166e+03	,3.117586e-02	,3.035534e-02	,5
EU27	,Raw	,PBCA	,2002	,4.089120e+03	,3.205883e-02	,3.124605e-02	,5
EU27	,Raw	,PBCA	,2003	,4.183863e+03	,2.992474e-02	,2.933030e-02	,5
EU27	,Raw	,PBCA	,2004	,4.208434e+03	,3.434232e-02	,3.399860e-02	,5
EU27	,Raw	,PBCA	,2005	,4.192267e+03	,3.563371e-02	,3.543280e-02	,5
EU27	,Raw	,PBCA	,2006	,4.203205e+03	,3.695639e-02	,3.704509e-02	,5
EU27	,Raw	,PBCA	,2007	,4.158879e+03	,3.856948e-02	,3.867763e-02	,5
EU27	,Raw	,PBCA	,2008	,4.075493e+03	,3.836169e-02	,3.812438e-02	,5
EU27	,Raw	,PBCA	,2009	,3.770160e+03	,3.964459e-02	,3.821330e-02	,5
EU27	,Raw	,PBCA	,2010	,3.888734e+03	,4.619080e-02	,4.404533e-02	,4
EU27	,Raw	,PBCA	,2011	,3.748511e+03	,4.641249e-02	,4.419537e-02	,4
EU27	,Raw	,PBCA	,2012	,3.771187e+03	,2.823071e-02	,2.349438e-02	,3
EU27	,Raw	,PBCA	,2013	,3.683780e+03	,3.029696e-02	,2.537785e-02	,3
EU27	,Raw	,PBCA	,2014	,3.505074e+03	,3.459989e-02	,2.991352e-02	,3
EU27	,Raw	,PBCA	,2015	,3.551118e+03	,3.686249e-02	,3.123850e-02	,3
EU27	,Raw	,PBCA	,2016	,3.593173e+03	,4.264994e-02	,3.015806e-02	,2
EU15	,Raw	,PBCA	,1960	,2.156818e+03	,0	,0	,1
EU15	,Raw	,PBCA	,1961	,2.221394e+03	,0	,0	,1
EU15	,Raw	,PBCA	,1962	,2.345402e+03	,0	,0	,1
EU15	,Raw	,PBCA	,1963	,2.502633e+03	,0	,0	,1
EU15	,Raw	,PBCA	,1964	,2.578657e+03	,0	,0	,1
EU15	,Raw	,PBCA	,1965	,2.625397e+03	,0	,0	,1
EU15	,Raw	,PBCA	,1966	,2.665809e+03	,0	,0	,1
EU15	,Raw	,PBCA	,1967	,2.681429e+03	,0	,0	,1
EU15	,Raw	,PBCA	,1968	,2.826249e+03	,0	,0	,1
EU15	,Raw	,PBCA	,1969	,2.999797e+03	,0	,0	,1
EU15	,Raw	,PBCA	,1970	,3.226140e+03	,4.808196e-02	,3.399908e-02	,2
EU15	,Raw	,PBCA	,1971	,3.246196e+03	,3.047999e-02	,2.155261e-02	,2
EU15	,Raw	,PBCA	,1972	,3.334755e+03	,3.085634e-02	,2.181873e-02	,2
EU15	,Raw	,PBCA	,1973	,3.505348e+03	,3.239761e-02	,2.290857e-02	,2
EU15	,Raw	,PBCA	,1974	,3.408801e+03	,2.896823e-02	,2.048363e-02	,2
EU15	,Raw	,PBCA	,1975	,3.248818e+03	,2.971343e-02	,2.101057e-02	,2
EU15	,Raw	,PBCA	,1976	,3.468442e+03	,2.167424e-02	,1.532600e-02	,2
EU15	,Raw	,PBCA	,1977	,3.400325e+03	,2.696735e-02	,1.906880e-02	,2
EU15	,Raw	,PBCA	,1978	,3.480551e+03	,2.376768e-02	,1.680629e-02	,2
EU15	,Raw	,PBCA	,1979	,3.644082e+03	,2.245304e-02	,1.587670e-02	,2
EU15	,Raw	,PBCA	,1980	,3.504552e+03	,2.025863e-02	,1.432502e-02	,2
EU15	,Raw	,PBCA	,1981	,3.334804e+03	,2.542681e-02	,1.797947e-02	,2
EU15	,Raw	,PBCA	,1982	,3.212932e+03	,2.526197e-02	,1.786291e-02	,2
EU15	,Raw	,PBCA	,1983	,3.167998e+03	,2.954974e-02	,2.089482e-02	,2
EU15	,Raw	,PBCA	,1984	,3.169173e+03	,2.858028e-02	,2.020931e-02	,2
EU15	,Raw	,PBCA	,1985	,3.222369e+03	,2.063920e-02	,1.459412e-02	,2
EU15	,Raw	,PBCA	,1986	,3.216564e+03	,2.655974e-02	,1.878057e-02	,2
EU15	,Raw	,PBCA	,1987	,3.235349e+03	,2.714147e-02	,1.919191e-02	,2
EU15	,Raw	,PBCA	,1988	,3.230331e+03	,3.127308e-02	,2.211341e-02	,2
EU15	,Raw	,PBCA	,1989	,3.292383e+03	,1.828371e-02	,1.292854e-02	,2
EU15	,Raw	,PBCA	,1990	,3.363333e+03	,2.212124e-02	,1.564208e-02	,2
EU15	,Raw	,PBCA	,1991	,3.399797e+03	,2.013969e-02	,1.424091e-02	,2
EU15	,Raw	,PBCA	,1992	,3.320740e+03	,2.270330e-02	,1.605366e-02	,2
EU15	,Raw	,PBCA	,1993	,3.261861e+03	,2.358911e-02	,1.668002e-02	,2
EU15	,Raw	,PBCA	,1994	,3.265391e+03	,2.212506e-02	,1.564478e-02	,2
EU15	,Raw	,PBCA	,1995	,3.261316e+03	,4.213128e-02	,4.233323e-02	,5
EU15	,Raw	,PBCA	,1996	,3.351021e+03	,4.128616e-02	,4.151106e-02	,5
EU15	,Raw	,PBCA	,1997	,3.292157e+03	,4.253757e-02	,4.254143e-02	,5
EU15	,Raw	,PBCA	,1998	,3.345090e+03	,4.141448e-02	,4.121228e-02	,5
EU15	,Raw	,PBCA	,1999	,3.326923e+03	,4.406630e-02	,4.369717e-02	,5
EU15	,Raw	,PBCA	,2000	,3.328375e+03	,3.470603e-02	,3.349774e-02	,5
EU15	,Raw	,PBCA	,2001	,3.388323e+03	,3.215200e-02	,3.012843e-02	,5
EU15	,Raw	,PBCA	,2002	,3.379928e+03	,3.265033e-02	,3.074041e-02	,5
EU15	,Raw	,PBCA	,2003	,3.445326e+03	,3.020259e-02	,2.853323e-02	,5
EU15	,Raw	,PBCA	,2004	,3.468906e+03	,3.603200e-02	,3.549363e-02	,5
EU15	,Raw	,PBCA	,2005	,3.455744e+03	,3.821892e-02	,3.745645e-02	,5
EU15	,Raw	,PBCA	,2006	,3.449744e+03	,3.937062e-02	,3.835637e-02	,5
EU15	,Raw	,PBCA	,2007	,3.398481e+03	,4.116695e-02	,3.994188e-02	,5
EU15	,Raw	,PBCA	,2008	,3.332460e+03	,4.161850e-02	,4.006405e-02	,5
EU15	,Raw	,PBCA	,2009	,3.083351e+03	,4.479399e-02	,4.389032e-02	,5
EU15	,Raw	,PBCA	,2010	,3.167377e+03	,5.264590e-02	,5.017153e-02	,4
EU15	,Raw	,PBCA	,2011	,3.026085e+03	,5.338995e-02	,5.059061e-02	,4
EU15	,Raw	,PBCA	,2012	,3.056986e+03	,4.122477e-02	,3.467486e-02	,3
EU15	,Raw	,PBCA	,2013	,2.997375e+03	,4.305714e-02	,3.638622e-02	,3
EU15	,Raw	,PBCA	,2014	,2.836279e+03	,4.884897e-02	,4.224302e-02	,3
EU15	,Raw	,PBCA	,2015	,2.873118e+03	,5.317211e-02	,4.547070e-02	,3
EU15	,Raw	,PBCA	,2016	,2.914042e+03	,5.870608e-02	,4.151147e-02	,2
OECD	,Raw	,PBCA	,1960	,5.871741e+03	,0	,0	,1
OECD	,Raw	,PBCA	,1961	,6.000435e+03	,0	,0	,1
OECD	,Raw	,PBCA	,1962	,6.278978e+03	,0	,0	,1
OECD	,Raw	,PBCA	,1963	,6.638183e+03	,0	,0	,1
OECD	,Raw	,PBCA	,1964	,6.946020e+03	,0	,0	,1
OECD	,Raw	,PBCA	,1965	,7.184651e+03	,0	,0	,1
OECD	,Raw	,PBCA	,1966	,7.454431e+03	,0	,0	,1
OECD	,Raw	,PBCA	,1967	,7.719121e+03	,0	,0	,1
OECD	,Raw	,PBCA	,1968	,8.122275e+03	,0	,0	,1
OECD	,Raw	,PBCA	,1969	,8.623036e+03	,0	,0	,1
OECD	,Raw	,PBCA	,1970	,9.625064e+03	,5.270550e-02	,3.726842e-02	,2
OECD	,Raw	,PBCA	,1971	,9.629693e+03	,2.933193e-02	,2.074081e-02	,2
OECD	,Raw	,PBCA	,1972	,1.005615e+04	,3.150250e-02	,2.227563e-02	,2
OECD	,Raw	,PBCA	,1973	,1.058108e+04	,3.535170e-02	,2.499743e-02	,2
OECD	,Raw	,PBCA	,1974	,1.033139e+04	,3.411525e-02	,2.412313e-02	,2
OECD	,Raw	,PBCA	,1975	,9.944117e+03	,3.088007e-02	,2.183550e-02	,2
OECD	,Raw	,PBCA	,1976	,1.051172e+04	,3.360194e-02	,2.376016e-02	,2
OECD	,Raw	,PBCA	,1977	,1.068183e+04	,3.709948e-02	,2.623330e-02	,2
OECD	,Raw	,PBCA	,1978	,1.086509e+04	,2.553174e-02	,1.805367e-02	,2
OECD	,Raw	,PBCA	,1979	,1.114784e+04	,2.529221e-02	,1.788429e-02	,2
OECD	,Raw	,PBCA	,1980	,1.084518e+04	,2.075150e-02	,1.467353e-02	,2
OECD	,Raw	,PBCA	,1981	,1.053550e+04	,2.890942e-02	,2.044205e-02	,2
OECD	,Raw	,PBCA	,1982	,1.013930e+04	,2.513860e-02	,1.777568e-02	,2
OECD	,Raw	,PBCA	,1983	,1.006886e+04	,2.428208e-02	,1.717002e-02	,2
OECD	,Raw	,PBCA	,1984	,1.037015e+04	,3.042852e-02	,2.151622e-02	,2
OECD	,Raw	,PBCA	,1985	,1.045310e+04	,2.869974e-02	,2.029378e-02	,2
OECD	,Raw	,PBCA	,1986	,1.043502e+04	,2.695658e-02	,1.906118e-02	,2
OECD	,Raw	,PBCA	,1987	,1.069004e+04	,2.427303e-02	,1.716362e-02	,2
OECD	,Raw	,PBCA	,1988	,1.103177e+04	,2.606891e-02	,1.843351e-02	,2
OECD	,Raw	,PBCA	,1989	,1.126776e+04	,1.867096e-02	,1.320237e-02	,2
OECD	,Raw	,PBCA	,1990	,1.143992e+04	,1.414905e-02	,1.000489e-02	,2
OECD	,Raw	,PBCA	,1991	,1.145051e+04	,1.202825e-02	,8.505255e-03	,2
OECD	,Raw	,PBCA	,1992	,1.149550e+04	,1.545882e-02	,1.093104e-02	,2
OECD	,Raw	,PBCA	,1993	,1.157804e+04	,1.676627e-02	,1.185554e-02	,2
OECD	,Raw	,PBCA	,1994	,1.178236e+04	,1.491461e-02	,1.054622e-02	,2
OECD	,Raw	,PBCA	,1995	,1.147356e+04	,5.556244e-02	,5.283641e-02	,5
OECD	,Raw	,PBCA	,1996	,1.181858e+04	,5.584798e-02	,5.288283e-02	,5
OECD	,Raw	,PBCA	,1997	,1.198305e+04	,5.253093e-02	,4.898592e-02	,5
OECD	,Raw	,PBCA	,1998	,1.201308e+04	,5.132928e-02	,4.808121e-02	,5
OECD	,Raw	,PBCA	,1999	,1.212803e+04	,5.041054e-02	,4.798285e-02	,5
OECD	,Raw	,PBCA	,2000	,1.245040e+04	,4.920891e-02	,4.719997e-02	,5
OECD	,Raw	,PBCA	,2001	,1.245275e+04	,4.636575e-02	,4.424208e-02	,5
OECD	,Raw	,PBCA	,2002	,1.244840e+04	,4.927383e-02	,4.792619e-02	,5
OECD	,Raw	,PBCA	,2003	,1.264689e+04	,4.861669e-02	,4.704914e-02	,5
OECD	,Raw	,PBCA	,2004	,1.278701e+04	,5.071989e-02	,4.838040e-02	,5
OECD	,Raw	,PBCA	,2005	,1.283091e+04	,4.949527e-02	,4.733397e-02	,5
OECD	,Raw	,PBCA	,2006	,1.276120e+04	,4.956190e-02	,4.768406e-02	,5
OECD	,Raw	,PBCA	,2007	,1.292416e+04	,4.802829e-02	,4.644555e-02	,5
OECD	,Raw	,PBCA	,2008	,1.259389e+04	,4.795612e-02	,4.649339e-02	,5
OECD	,Raw	,PBCA	,2009	,1.183706e+04	,4.456812e-02	,4.339483e-02	,5
OECD	,Raw	,PBCA	,2010	,1.250099e+04	,2.685825e-02	,2.379803e-02	,4
OECD	,Raw	,PBCA	,2011	,1.233663e+04	,2.738903e-02	,2.422868e-02	,4
OECD	,Raw	,PBCA	,2012	,1.232409e+04	,1.095869e-02	,8.578445e-03	,3
OECD	,Raw	,PBCA	,2013	,1.236496e+04	,1.172577e-02	,1.028988e-02	,3
OECD	,Raw	,PBCA	,2014	,1.222143e+04	,1.024958e-02	,8.809433e-03	,3
OECD	,Raw	,PBCA	,2015	,1.209715e+04	,1.135372e-02	,9.358860e-03	,3
OECD	,Raw	,PBCA	,2016	,1.207087e+04	,2.475574e-03	,1.750495e-03	,2
BRICS	,Raw	,PBCA	,1960	,1.934234e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1961	,1.750442e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1962	,1.705413e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1963	,1.787968e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1964	,1.861278e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1965	,1.990670e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1966	,2.116511e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1967	,2.091282e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1968	,2.193441e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1969	,2.371771e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1970	,2.657615e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1971	,2.888338e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1972	,3.050035e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1973	,3.181336e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1974	,3.286657e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1975	,3.569242e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1976	,3.712044e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1977	,3.920073e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1978	,4.158624e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1979	,4.249125e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1980	,4.327280e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1981	,4.308481e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1982	,4.510101e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1983	,4.660708e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1984	,4.861514e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1985	,5.241757e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1986	,5.402976e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1987	,5.679079e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1988	,5.958057e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1989	,5.997539e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1990	,6.127643e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1991	,6.175658e+03	,0	,0	,1
BRICS	,Raw	,PBCA	,1992	,5.907176e+03	,9.259289e-03	,6.547306e-03	,2
BRICS	,Raw	,PBCA	,1993	,6.046946e+03	,1.137789e-02	,8.045380e-03	,2
BRICS	,Raw	,PBCA	,1994	,6.074904e+03	,1.232041e-02	,8.711849e-03	,2
BRICS	,Raw	,PBCA	,1995	,5.965606e+03	,9.300193e-02	,8.877158e-02	,5
BRICS	,Raw	,PBCA	,1996	,6.059416e+03	,9.038289e-02	,8.560802e-02	,5
BRICS	,Raw	,PBCA	,1997	,6.041779e+03	,9.856064e-02	,9.407079e-02	,5
BRICS	,Raw	,PBCA	,1998	,6.104190e+03	,8.795514e-02	,8.388400e-02	,5
BRICS	,Raw	,PBCA	,1999	,6.132202e+03	,9.142284e-02	,8.798287e-02	,5
BRICS	,Raw	,PBCA	,2000	,6.369038e+03	,1.012598e-01	,9.185799e-02	,5
BRICS	,Raw	,PBCA	,2001	,6.509984e+03	,1.043784e-01	,9.643046e-02	,5
BRICS	,Raw	,PBCA	,2002	,6.804785e+03	,1.068629e-01	,9.968931e-02	,5
BRICS	,Raw	,PBCA	,2003	,7.496601e+03	,1.100142e-01	,1.027584e-01	,5
BRICS	,Raw	,PBCA	,2004	,8.295590e+03	,1.042597e-01	,9.779872e-02	,5
BRICS	,Raw	,PBCA	,2005	,8.955195e+03	,1.100205e-01	,1.034981e-01	,5
BRICS	,Raw	,PBCA	,2006	,9.670296e+03	,1.135990e-01	,1.071369e-01	,5
BRICS	,Raw	,PBCA	,2007	,1.031013e+04	,1.160742e-01	,1.111017e-01	,5
BRICS	,Raw	,PBCA	,2008	,1.075966e+04	,1.075225e-01	,1.030356e-01	,5
BRICS	,Raw	,PBCA	,2009	,1.121228e+04	,1.100652e-01	,1.065415e-01	,5
BRICS	,Raw	,PBCA	,2010	,1.255190e+04	,6.921785e-02	,6.259916e-02	,4
BRICS	,Raw	,PBCA	,2011	,1.353836e+04	,7.067750e-02	,6.457290e-02	,4
BRICS	,Raw	,PBCA	,2012	,1.436842e+04	,3.060494e-02	,2.669800e-02	,3
BRICS	,Raw	,PBCA	,2013	,1.476442e+04	,3.892524e-02	,3.038016e-02	,3
BRICS	,Raw	,PBCA	,2014	,1.506699e+04	,4.239161e-02	,3.275925e-02	,3
BRICS	,Raw	,PBCA	,2015	,1.504533e+04	,4.132848e-02	,3.317602e-02	,3
BRICS	,Raw	,PBCA	,2016	,1.474087e+04	,4.708770e-03	,3.329603e-03	,2
Annex I	,Raw	,PBCA	,1960	,7.304804e+03	,0	,0	,1
Annex I	,Raw	,PBCA	,1961	,7.481711e+03	,0	,0	,1
Annex I	,Raw	,PBCA	,1962	,7.843939e+03	,0	,0	,1
Annex I	,Raw	,PBCA	,1963	,8.317657e+03	,0	,0	,1
Annex I	,Raw	,PBCA	,1964	,8.731212e+03	,0	,0	,1
Annex I	,Raw	,PBCA	,1965	,9.072393e+03	,0	,0	,1
Annex I	,Raw	,PBCA	,1966	,9.434399e+03	,0	,0	,1
Annex I	,Raw	,PBCA	,1967	,9.783155e+03	,0	,0	,1
Annex I	,Raw	,PBCA	,1968	,1.026030e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1969	,1.085926e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1970	,1.159654e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1971	,1.188398e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1972	,1.241234e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1973	,1.299133e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1974	,1.285090e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1975	,1.264575e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1976	,1.328360e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1977	,1.351691e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1978	,1.387685e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1979	,1.415432e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1980	,1.399446e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1981	,1.350425e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1982	,1.319182e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1983	,1.319479e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1984	,1.345931e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1985	,1.378398e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1986	,1.379599e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1987	,1.420227e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1988	,1.456613e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1989	,1.469329e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1990	,1.512896e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1991	,1.481908e+04	,0	,0	,1
Annex I	,Raw	,PBCA	,1992	,1.433069e+04	,9.563709e-04	,6.762564e-04	,2
Annex I	,Raw	,PBCA	,1993	,1.411118e+04	,4.667991e-03	,3.300768e-03	,2
Annex I	,Raw	,PBCA	,1994	,1.393548e+04	,4.251706e-03	,3.006410e-03	,2
Annex I	,Raw	,PBCA	,1995	,1.310307e+04	,7.721094e-02	,7.608712e-02	,5
Annex I	,Raw	,PBCA	,1996	,1.337825e+04	,7.433334e-02	,7.340405e-02	,5
Annex I	,Raw	,PBCA	,1997	,1.337831e+04	,7.075281e-02	,6.934851e-02	,5
Annex I	,Raw	,PBCA	,1998	,1.339058e+04	,6.926791e-02	,6.786404e-02	,5
Annex I	,Raw	,PBCA	,1999	,1.347078e+04	,6.782747e-02	,6.654058e-02	,5
Annex I	,Raw	,PBCA	,2000	,1.372506e+04	,6.614602e-02	,6.522921e-02	,5
Annex I	,Raw	,PBCA	,2001	,1.373219e+04	,6.479619e-02	,6.378742e-02	,5
Annex I	,Raw	,PBCA	,2002	,1.369936e+04	,6.702187e-02	,6.616733e-02	,5
Annex I	,Raw	,PBCA	,2003	,1.394814e+04	,6.663047e-02	,6.544936e-02	,5
Annex I	,Raw	,PBCA	,2004	,1.405266e+04	,6.882717e-02	,6.789530e-02	,5
Annex I	,Raw	,PBCA	,2005	,1.408055e+04	,6.786005e-02	,6.733916e-02	,5
Annex I	,Raw	,PBCA	,2006	,1.405775e+04	,6.763466e-02	,6.740545e-02	,5
Annex I	,Raw	,PBCA	,2007	,1.419726e+04	,6.687315e-02	,6.666021e-02	,5
Annex I	,Raw	,PBCA	,2008	,1.385189e+04	,6.594099e-02	,6.591814e-02	,5
Annex I	,Raw	,PBCA	,2009	,1.293831e+04	,6.166395e-02	,6.165552e-02	,5
Annex I	,Raw	,PBCA	,2010	,1.373848e+04	,4.371625e-02	,4.113441e-02	,4
Annex I	,Raw	,PBCA	,2011	,1.361445e+04	,4.449380e-02	,4.162436e-02	,4
Annex I	,Raw	,PBCA	,2012	,1.366481e+04	,2.965732e-02	,2.446552e-02	,3
Annex I	,Raw	,PBCA	,2013	,1.364968e+04	,3.142977e-02	,2.586202e-02	,3
Annex I	,Raw	,PBCA	,2014	,1.346955e+04	,3.012474e-02	,2.447457e-02	,3
Annex I	,Raw	,PBCA	,2015	,1.329436e+04	,2.818637e-02	,2.392269e-02	,3
Annex I	,Raw	,PBCA	,2016	,1.310669e+04	,3.923975e-02	,2.774669e-02	,2
G8	,Raw	,PBCA	,1960	,5.981553e+03	,0	,0	,1
G8	,Raw	,PBCA	,1961	,6.101186e+03	,0	,0	,1
G8	,Raw	,PBCA	,1962	,6.368396e+03	,0	,0	,1
G8	,Raw	,PBCA	,1963	,6.732541e+03	,0	,0	,1
G8	,Raw	,PBCA	,1964	,7.045989e+03	,0	,0	,1
G8	,Raw	,PBCA	,1965	,7.315993e+03	,0	,0	,1
G8	,Raw	,PBCA	,1966	,7.599500e+03	,0	,0	,1
G8	,Raw	,PBCA	,1967	,7.886260e+03	,0	,0	,1
G8	,Raw	,PBCA	,1968	,8.242338e+03	,0	,0	,1
G8	,Raw	,PBCA	,1969	,8.723791e+03	,0	,0	,1
G8	,Raw	,PBCA	,1970	,9.298801e+03	,0	,0	,1
G8	,Raw	,PBCA	,1971	,9.510197e+03	,0	,0	,1
G8	,Raw	,PBCA	,1972	,9.909179e+03	,0	,0	,1
G8	,Raw	,PBCA	,1973	,1.036098e+04	,0	,0	,1
G8	,Raw	,PBCA	,1974	,1.018602e+04	,0	,0	,1
G8	,Raw	,PBCA	,1975	,9.901130e+03	,0	,0	,1
G8	,Raw	,PBCA	,1976	,1.038643e+04	,0	,0	,1
G8	,Raw	,PBCA	,1977	,1.054604e+04	,0	,0	,1
G8	,Raw	,PBCA	,1978	,1.080613e+04	,0	,0	,1
G8	,Raw	,PBCA	,1979	,1.102781e+04	,0	,0	,1
G8	,Raw	,PBCA	,1980	,1.081822e+04	,0	,0	,1
G8	,Raw	,PBCA	,1981	,1.042801e+04	,0	,0	,1
G8	,Raw	,PBCA	,1982	,1.012344e+04	,0	,0	,1
G8	,Raw	,PBCA	,1983	,1.013567e+04	,0	,0	,1
G8	,Raw	,PBCA	,1984	,1.035507e+04	,0	,0	,1
G8	,Raw	,PBCA	,1985	,1.055573e+04	,0	,0	,1
G8	,Raw	,PBCA	,1986	,1.053956e+04	,0	,0	,1
